Name	ZS	DA	GG	NO	QU	SL	TA	WE	ZY
led24899	1	1	1	1	1	1	1	1	1
led24900	1	1	1	1	1	1	1	1	1
led24901	1	1	1	1	1	1	1	1	1
led24902	1	1	1	1	1	1	1	1	1
led24903	1	1	1	1	1	1	1	1	1
led24904	1	1	1	1	1	1	1	1	1
led24905	1	1	1	1	1	1	1	1	1
led24906	1	1	1	1	1	1	1	1	1
led24907	1	1	1	1	1	1	1	1	1
led24908	1	1	1	1	1	1	1	1	1
led24909	1	1	1	1	1	1	1	1	1
led24910	1	1	1	1	1	1	1	1	1
led24911	1	1	1	1	1	1	1	1	1
led24912	1	1	1	1	1	1	1	1	1
led24913	1	1	1	1	1	1	1	1	1
led24914	1	1	1	1	1	1	1	1	1
led24915	1	1	1	1	1	1	1	1	1
led24916	1	1	1	1	1	1	1	1	1
led24917	1	1	1	1	1	1	1	1	1
led24918	1	1	1	1	1	1	1	1	1
led24919	1	1	1	1	1	1	1	1	1
led24920	1	1	1	1	1	1	1	1	1
led24921	1	1	1	1	1	1	1	1	1
led24922	1	1	1	1	1	1	1	1	1
led24923	1	1	1	1	1	1	1	1	1
led24924	1	1	1	1	1	1	1	1	1
led24925	1	1	1	1	1	1	1	1	1
led24926	1	1	1	1	1	1	1	1	1
led24927	1	1	1	1	1	1	1	1	1
led24928	1	1	1	1	1	1	1	1	1
led24929	1	1	1	1	1	1	1	1	1
led24930	1	1	1	1	1	1	1	1	1
led24931	1	1	1	1	1	1	1	1	1
led24932	1	1	1	1	1	1	1	1	1
led24933	1	1	1	1	1	1	1	1	1
led24934	1	1	1	1	1	1	1	1	1
led24935	1	1	1	1	1	1	1	1	1
led24936	1	1	1	1	1	1	1	1	1
led24937	1	1	1	1	1	1	1	1	1
led24938	1	1	1	1	1	1	1	1	1
led24939	1	1	1	1	1	1	1	1	1
led24940	1	1	1	1	1	1	1	1	1
led24941	1	1	1	1	1	1	1	1	1
led24942	1	1	1	1	1	1	1	1	1
led24943	1	1	1	1	1	1	1	1	1
led24944	1	1	1	1	1	1	1	1	1
led24945	1	1	1	1	1	1	1	1	1
led24946	1	1	1	1	1	1	1	1	1
led24947	1	1	1	1	1	1	1	1	1
led24948	1	1	1	1	1	1	1	1	1
led24949	1	1	1	1	1	1	1	1	1
led24950	1	1	1	1	1	1	1	1	1
led24951	1	1	1	1	1	1	1	1	1
led24952	1	1	1	1	1	1	1	1	1
led24953	1	1	1	1	1	1	1	1	1
led24954	1	1	1	1	1	1	1	1	1
led24955	1	1	1	1	1	1	1	1	1
led24956	1	1	1	1	1	1	1	1	1
led24957	1	1	1	1	1	1	1	1	1
led24958	1	1	1	1	1	1	1	1	1
led24959	1	1	1	1	1	1	1	1	1
led24960	1	1	1	1	1	1	1	1	1
led24961	1	1	1	1	1	1	1	1	1
led24962	1	1	1	1	1	1	1	1	1
led24963	1	1	1	1	1	1	1	1	1
led24964	1	1	1	1	1	1	1	1	1
led24965	1	1	1	1	1	1	1	1	1
led24966	1	1	1	1	1	1	1	1	1
led24967	1	1	1	1	1	1	1	1	1
led24968	1	1	1	1	1	1	1	1	1
led24969	1	1	1	1	1	1	1	1	1
led24970	1	1	1	1	1	1	1	1	1
led24971	1	1	1	1	1	1	1	1	1
led24972	1	1	1	1	1	1	1	1	1
led24973	1	1	1	1	1	1	1	1	1
led24974	1	1	1	1	1	1	1	1	1
led24975	1	1	1	1	1	1	1	1	1
led24976	1	1	1	1	1	1	1	1	1
led24977	1	1	1	1	1	1	1	1	1
led24978	1	1	1	1	1	0	1	1	1
led24979	1	1	1	1	1	1	1	1	1
led24980	1	1	1	1	1	1	1	1	1
led24981	1	1	1	1	1	1	1	1	1
led24982	1	1	1	1	1	1	1	1	0
led24983	1	1	1	1	1	1	1	1	1
led24984	1	1	0	1	1	0	1	0	0
led24985	1	1	1	1	1	0	1	1	1
led24986	1	1	1	1	1	1	1	1	1
led24987	1	1	1	1	1	1	1	1	1
led24988	1	1	1	1	0	1	1	1	1
led24989	1	1	1	1	1	1	1	1	1
led24990	1	1	1	1	1	1	1	1	1
led24991	1	1	1	1	1	1	1	1	1
led24992	1	1	1	1	1	1	1	1	1
led24993	1	1	1	1	1	1	1	1	1
led24994	1	1	1	1	1	1	1	1	1
led24995	1	1	1	1	1	1	1	1	1
led24996	1	1	1	1	1	1	1	1	1
led24997	1	1	1	1	1	1	1	1	1
led24998	1	1	1	1	1	1	1	1	1
led24999	1	1	1	1	1	1	1	1	1
led25000	1	1	1	1	1	1	1	1	1
led25001	1	1	1	1	1	1	1	1	1
led25002	1	1	1	1	1	1	1	1	1
led25003	1	1	1	1	1	1	1	1	1
led25004	1	1	1	1	1	1	1	1	1
led25005	1	1	1	1	1	1	1	1	1
led25006	1	1	1	1	1	1	1	1	1
led25007	1	1	1	1	1	1	1	1	1
led25008	1	1	1	1	1	1	1	1	1
led25009	1	1	1	1	1	1	1	1	1
led25010	1	1	1	1	1	1	1	1	1
led25011	1	1	1	0	0	1	0	1	0
led25012	1	1	1	1	1	1	1	1	1
led25013	1	1	1	1	1	1	1	1	1
led25014	1	1	1	1	1	1	1	1	1
led25015	1	1	1	1	1	0	1	0	1
led25016	1	1	1	1	1	1	1	1	1
led25017	1	1	1	1	1	1	1	1	1
led25018	1	1	1	1	1	1	1	1	1
led25019	1	1	1	1	0	0	1	1	1
led25020	1	1	1	1	1	1	1	1	1
led25021	1	1	1	1	1	1	1	1	1
led25022	1	1	1	1	1	1	1	1	1
led25023	1	1	1	1	1	1	1	1	1
led25024	1	1	1	1	1	1	1	1	1
led25025	1	1	1	1	1	1	1	1	1
led25026	1	1	1	1	1	1	1	1	1
led25027	1	1	1	1	1	1	1	1	1
led25028	1	1	1	1	1	1	1	1	1
led25029	1	1	1	1	1	1	1	1	1
led25030	1	1	1	1	1	1	1	1	1
led25031	1	1	1	1	1	1	1	1	1
led25032	1	1	1	1	1	1	1	1	1
led25033	1	1	1	1	1	1	1	1	1
led25034	1	1	1	1	1	1	1	1	1
led25035	1	1	1	1	1	1	1	1	1
led25036	1	1	1	1	1	1	1	1	1
led25037	1	1	1	1	1	1	1	1	1
led25038	1	1	1	1	1	1	1	1	1
led25039	1	1	1	1	1	1	1	1	1
led25040	1	1	1	1	1	1	1	1	1
led25041	1	1	1	1	1	1	1	1	1
led25042	1	1	1	1	1	1	1	1	1
led25043	1	1	1	1	1	1	1	1	1
led25044	1	1	1	1	1	1	1	1	1
led25045	1	1	1	1	1	1	1	1	1
led25046	1	1	1	1	1	1	1	1	1
led25047	1	1	1	1	1	1	1	1	1
led25048	1	1	1	1	1	1	1	1	1
led25049	1	1	1	1	1	1	1	1	1
led25050	1	1	1	1	1	1	1	1	1
led25051	1	1	1	1	1	1	1	1	1
led25052	1	1	1	1	1	1	1	1	1
led25053	1	1	1	1	1	1	1	1	1
led25054	1	1	1	1	1	1	1	1	1
led25055	1	1	1	1	1	1	1	1	1
led25056	1	1	1	1	1	1	1	1	1
led25057	1	1	1	1	1	1	1	1	1
led25058	1	1	1	1	1	1	1	1	1
led25059	1	1	1	1	1	1	1	1	1
led25060	1	1	1	1	1	1	1	1	1
led25061	1	1	1	1	1	1	1	1	1
led25062	1	1	1	1	1	1	1	1	1
led25063	1	1	1	1	1	1	1	1	1
led25064	1	1	1	1	1	1	1	1	1
led25065	1	1	1	1	1	1	1	1	1
led25066	1	1	1	1	1	1	1	1	1
led25067	1	1	1	1	1	1	1	1	1
led25068	1	1	1	1	1	1	1	1	1
led25069	1	1	1	1	1	1	1	1	1
led25070	1	1	1	1	1	1	1	1	1
led25071	1	1	1	1	1	1	1	1	1
led25072	1	1	1	1	1	1	1	1	1
led25073	1	1	1	1	1	1	1	1	1
led25074	1	1	1	1	1	1	1	1	1
led25075	1	1	1	1	1	1	1	1	1
led25076	1	1	1	1	1	1	1	1	1
led25077	1	1	1	1	1	1	1	1	1
led25078	1	1	1	1	1	1	1	1	1
led25079	1	1	1	1	1	1	1	1	1
led25080	1	1	1	1	1	1	1	1	1
led25081	1	1	1	1	1	1	1	1	1
led25082	1	1	1	1	1	1	1	1	1
led25083	1	1	1	1	1	1	1	1	1
led25084	1	1	1	1	1	1	1	1	1
led25085	1	1	1	1	1	1	1	1	1
led25086	1	1	1	1	1	1	1	1	1
led25087	1	1	1	1	1	1	1	1	1
led25088	1	1	1	1	1	1	1	1	1
led25089	1	1	1	1	1	1	1	1	1
led25090	1	1	1	1	1	1	1	1	1
led25091	1	1	1	1	1	1	1	1	1
led25092	1	1	1	1	1	1	1	1	1
led25093	1	1	1	1	1	1	1	1	1
led25094	1	1	1	1	1	1	1	1	1
led25095	1	1	0	1	0	1	1	1	1
led25096	1	1	1	1	1	1	1	1	1
led25097	1	1	1	1	1	1	1	1	1
led25098	1	1	1	1	1	1	1	1	1
led25099	1	1	1	1	1	1	1	1	1
led25100	1	1	1	1	1	1	1	1	1
led25101	1	1	1	1	1	1	1	1	1
led25102	1	1	1	1	1	1	1	1	1
led25103	1	1	1	1	1	1	1	1	1
led25104	1	1	1	1	1	1	1	1	1
led25105	0	1	1	1	0	0	1	1	1
led25106	1	1	1	1	1	1	1	1	1
led25107	1	1	1	1	1	1	1	1	1
led25108	1	1	1	1	1	1	1	1	1
led25109	1	1	1	1	1	1	1	1	1
led25110	1	1	1	1	1	1	1	1	1
led25111	1	1	1	1	1	1	1	1	1
led25112	1	1	1	1	1	1	1	1	1
led25113	1	1	1	1	1	1	1	1	1
led25114	1	1	1	1	1	1	1	1	1
led25115	1	1	1	1	1	1	1	1	1
led25116	1	1	1	1	1	1	1	1	1
led25117	1	1	1	1	1	1	1	1	1
led25118	1	1	1	1	1	1	1	1	1
led25119	1	1	1	1	1	1	1	1	1
led25120	1	1	1	1	1	1	1	1	1
led25121	1	1	1	1	1	1	1	1	1
led25122	1	1	1	1	1	1	1	1	1
led25123	1	1	1	1	1	1	1	1	1
led25124	1	1	1	1	1	1	1	1	1
led25125	1	1	1	1	1	1	1	1	1
led25126	1	1	1	1	1	1	1	1	1
led25127	1	1	1	1	1	1	1	1	1
led25128	1	1	1	1	1	1	1	1	1
led25129	1	1	1	1	1	1	1	1	1
led25130	1	1	1	1	1	1	1	1	1
led25131	1	1	1	1	1	1	1	1	1
led25132	1	1	1	1	1	1	1	1	1
led25133	1	1	1	1	1	1	1	1	1
led25134	1	1	1	1	1	1	1	1	1
led25135	1	1	1	1	1	1	1	1	1
led25136	1	1	1	1	1	1	1	1	1
led25137	1	1	1	1	1	1	1	1	1
led25138	1	1	1	1	1	1	1	1	1
led25139	1	1	1	1	1	1	1	1	1
led25140	1	1	1	1	1	1	1	1	1
led25141	1	1	1	1	1	1	1	1	1
led25142	1	1	1	1	1	1	1	1	1
led25143	1	1	1	1	1	1	1	1	1
led25144	1	1	1	1	1	1	1	1	1
led25145	1	1	1	1	1	1	1	1	1
led25146	1	1	1	1	1	1	1	1	1
led25147	1	1	1	1	1	1	1	1	1
led25148	1	1	1	1	1	1	1	1	1
led25149	1	1	1	1	1	1	1	1	1
led25150	1	1	1	1	1	1	1	1	1
led25151	1	1	1	1	1	1	1	1	1
led25152	1	1	1	1	1	1	1	1	1
led25153	1	1	1	1	1	1	1	1	1
led25154	1	1	1	1	1	1	1	1	1
led25155	1	1	1	1	1	1	1	1	1
led25156	1	1	1	1	1	1	1	1	1
led25157	1	1	1	1	1	1	1	1	1
led25158	1	1	1	1	1	1	1	1	1
led25159	1	1	1	1	1	1	1	1	1
led25160	1	1	1	1	1	1	1	1	1
led25161	1	1	1	1	1	1	1	1	1
led25162	1	1	1	1	1	1	1	1	1
led25163	1	1	1	1	1	1	1	1	1
led25164	1	1	1	1	1	1	1	1	1
led25165	1	1	1	1	1	1	1	1	1
led25166	1	1	1	1	1	1	1	1	1
led25167	1	1	1	1	1	1	1	1	1
led25168	1	1	1	1	1	1	1	1	1
led25169	1	1	1	1	1	1	1	1	1
led25170	1	1	1	1	1	1	1	1	1
led25171	1	1	1	1	1	1	1	1	1
led25172	1	1	1	1	1	1	1	1	1
led25173	1	1	1	1	1	1	1	1	1
led25174	1	1	1	1	1	1	1	1	1
led25175	1	1	1	1	1	1	1	1	1
led25176	1	1	1	1	1	1	1	1	1
led25177	1	1	1	1	1	1	1	1	1
led25178	1	1	1	1	1	1	1	1	1
led25179	1	1	1	1	1	1	1	1	1
led25180	1	1	1	1	1	1	1	1	1
led25181	1	1	1	1	1	1	1	1	1
led25182	1	1	1	1	1	1	1	1	1
led25183	1	1	1	1	1	1	1	1	1
led25184	1	1	1	1	1	1	1	1	1
led25185	1	1	1	1	1	1	1	1	1
led25186	1	1	1	1	1	1	1	1	1
led25187	1	1	1	1	1	1	1	1	1
led25188	1	1	1	1	1	1	1	1	1
led25189	1	1	1	1	1	1	1	1	1
led25190	1	1	1	1	1	1	1	1	1
led25191	1	1	1	1	1	1	1	1	1
led25192	1	1	1	1	1	1	1	1	1
led25193	1	1	1	1	1	1	1	1	1
led25194	1	1	1	1	1	1	1	1	1
led25195	1	1	1	1	1	1	1	1	1
led25196	1	1	1	1	1	1	1	1	1
led25197	1	1	1	1	1	1	1	1	1
led25198	1	1	1	1	1	1	1	1	1
led25199	1	1	1	1	1	1	1	1	1
led25200	1	1	1	1	1	1	1	1	1
led25201	1	1	1	1	1	1	1	1	1
led25202	1	1	1	1	1	1	1	1	1
led25203	1	1	1	1	1	1	1	1	1
led25204	1	1	1	1	1	1	1	1	1
led25205	1	1	1	1	1	1	1	1	1
led25206	1	1	1	1	1	1	1	1	1
led25207	1	1	1	1	1	1	1	1	1
led25208	1	1	1	1	1	1	1	1	1
led25209	1	1	1	1	1	1	1	1	1
led25210	1	1	1	1	1	1	1	1	1
led25211	1	1	1	1	1	1	1	1	1
led25212	1	1	1	1	1	1	1	1	1
led25213	1	1	1	1	1	1	1	1	1
led25214	1	1	1	1	1	1	1	1	1
led25215	1	1	1	1	1	1	1	1	1
led25216	1	1	1	1	1	1	1	1	1
led25217	1	1	1	1	1	1	1	1	1
led25218	1	1	1	1	1	1	1	1	1
led25219	1	1	1	1	1	1	1	1	1
led25220	1	1	1	1	1	1	1	1	1
led25221	1	1	1	1	1	1	1	1	1
led25222	1	1	1	1	1	1	1	1	1
led25223	1	1	1	1	1	1	1	1	1
led25224	1	1	1	1	1	1	1	1	1
led25225	1	1	1	1	1	1	1	1	1
led25226	1	1	1	1	1	1	1	1	1
led25227	1	1	1	1	1	1	1	1	1
led25228	1	1	1	1	1	1	1	1	1
led25229	1	1	1	1	1	1	1	1	1
led25230	1	1	1	1	1	1	1	1	1
led25231	1	1	1	1	1	1	1	1	1
led25232	1	1	1	1	1	1	1	1	1
led25233	1	1	1	1	1	1	1	1	1
led25234	1	1	1	1	1	1	1	1	1
led25235	1	1	1	1	1	1	1	1	1
led25236	1	1	1	1	1	1	1	1	1
led25237	1	1	1	1	1	1	1	1	1
led25238	1	1	1	1	1	1	1	1	1
led25239	1	1	1	1	1	1	1	0	1
led25240	1	1	1	1	1	1	1	1	1
led25241	1	1	1	1	1	1	1	1	1
led25242	1	1	1	1	1	1	1	1	1
led25243	1	1	1	1	1	1	1	1	1
led25244	1	1	1	1	1	1	1	1	1
led25245	1	1	1	1	1	1	1	1	1
led25246	1	1	1	1	1	1	1	1	1
led25247	1	1	1	1	1	1	1	1	1
led25248	1	1	1	1	1	1	1	1	1
led25249	1	1	1	1	1	1	1	1	1
led25250	1	1	1	1	1	1	1	1	1
led25251	1	1	1	1	1	0	1	1	0
led25252	1	1	1	1	1	1	1	1	1
led25253	1	1	1	1	1	1	1	1	1
led25254	1	1	1	1	1	1	1	1	1
led25255	1	1	1	1	1	1	1	1	1
led25256	1	1	1	1	1	1	0	1	1
led25257	1	1	1	1	1	1	1	1	1
led25258	1	1	1	1	1	1	1	1	1
led25259	1	1	1	1	1	1	1	1	1
led25260	1	1	1	1	1	1	1	1	1
led25261	1	1	1	1	1	1	1	1	1
led25262	1	1	1	1	1	1	1	1	1
led25263	1	1	1	1	1	1	1	1	1
led25264	1	1	1	1	1	1	1	1	1
led25265	1	1	1	1	1	1	1	1	1
led25266	1	1	1	1	1	1	1	0	1
led25267	1	1	1	1	1	1	1	1	1
led25268	1	1	1	1	1	1	1	1	1
led25269	1	1	1	1	1	1	1	1	1
led25270	1	1	1	1	1	1	1	1	1
led25271	1	1	1	1	1	1	1	1	1
led25272	1	1	1	1	1	1	1	1	1
led25273	1	1	1	1	1	1	1	1	1
led25274	1	1	1	1	1	1	1	1	1
led25275	1	1	1	1	1	1	1	1	1
led25276	1	1	1	1	1	1	1	1	1
led25277	1	1	1	1	1	1	1	1	1
led25278	1	1	1	1	1	1	1	1	1
led25279	1	1	1	1	1	1	1	1	1
led25280	1	1	1	1	1	1	1	1	1
led25281	1	1	1	1	1	1	1	1	1
led25282	1	1	1	1	1	1	1	1	1
led25283	1	1	1	1	1	1	1	1	1
led25284	1	1	1	1	1	1	1	1	1
led25285	1	1	1	1	1	1	1	1	1
led25286	1	1	1	1	1	1	1	1	1
led25287	1	1	1	1	1	1	1	1	1
led25288	1	1	1	1	1	1	1	1	1
led25289	1	1	1	1	1	1	1	1	1
led25290	1	1	1	1	1	1	1	1	1
led25291	1	1	1	1	1	1	1	1	1
led25292	1	1	1	1	1	1	1	1	1
led25293	1	1	1	1	1	1	1	1	1
led25294	1	1	1	1	1	1	1	1	1
led25295	1	1	1	1	1	1	1	1	1
led25296	1	1	1	1	1	1	1	1	1
led25297	1	1	1	1	1	1	1	1	1
led25298	1	1	1	1	1	1	1	1	1
led25299	1	1	1	1	1	1	1	1	1
led25300	1	1	1	1	1	1	1	1	1
led25301	1	1	1	1	1	1	1	1	1
led25302	1	1	1	1	1	1	1	1	1
led25303	1	1	1	1	1	1	1	1	1
led25304	1	1	1	1	1	1	1	1	1
led25305	1	1	1	1	1	1	1	1	1
led25306	1	1	1	1	1	1	1	1	1
led25307	1	1	1	1	1	1	1	1	1
led25308	1	1	1	1	1	1	0	1	1
led25309	1	1	1	1	1	1	1	1	1
led25310	1	1	1	1	1	1	1	1	1
led25311	1	1	1	1	1	1	1	1	1
led25312	1	1	1	1	1	1	1	0	1
led25313	1	1	1	1	1	1	1	0	1
led25314	1	1	1	1	1	1	1	0	1
led25315	1	1	1	1	1	1	1	0	1
led25316	1	1	1	1	1	1	1	0	1
led25317	1	1	1	1	1	1	1	1	1
led25318	1	1	1	1	1	1	1	0	1
led25319	1	1	1	1	1	1	1	0	1
led25320	1	1	1	1	1	1	1	0	1
led25321	1	1	1	1	1	1	1	0	1
led25322	1	1	1	1	1	1	1	0	1
led25323	1	1	1	1	1	1	1	0	1
led25324	1	1	1	1	1	1	1	1	1
led25325	1	1	0	1	1	1	1	1	0
led25326	1	1	1	1	1	1	1	1	1
led25327	1	1	1	1	1	1	1	1	1
led25328	1	1	1	1	1	1	1	1	1
led25329	1	1	1	1	1	1	1	1	1
led25330	1	1	1	1	1	1	1	1	1
led25331	1	1	1	1	1	1	1	1	1
led25332	1	1	1	1	1	1	1	1	1
led25333	1	1	1	1	1	1	1	1	1
led25334	1	1	1	1	1	1	1	1	1
led25335	1	1	1	1	1	1	1	1	1
led25336	1	1	1	1	1	1	1	1	1
led25337	1	1	1	1	1	1	1	1	1
led25338	1	1	1	1	1	1	1	1	1
led25339	1	1	1	1	1	1	1	1	1
led25340	1	1	1	1	1	1	1	1	1
led25341	1	1	1	1	1	1	1	1	1
led25342	1	1	1	1	1	1	1	1	1
led25343	1	1	1	1	1	1	1	1	1
led25344	1	1	1	1	1	1	1	1	1
led25345	1	1	1	1	1	1	1	1	1
led25346	1	1	1	1	1	1	1	1	1
led25347	1	1	1	1	1	1	1	1	1
led25348	1	1	1	1	1	1	1	1	1
led25349	1	1	1	1	1	1	1	1	1
led25350	1	1	1	1	1	1	1	1	1
led25351	1	1	1	1	1	1	1	1	1
led25352	1	1	1	1	1	1	1	1	1
led25353	1	1	1	1	1	1	1	1	1
led25354	1	1	1	1	1	1	1	1	1
led25355	1	1	1	1	1	1	1	1	1
led25356	1	1	1	1	1	1	1	1	1
led25357	1	1	1	1	1	1	1	1	1
led25358	1	1	1	1	1	1	1	1	1
led25359	1	1	1	1	1	1	1	1	1
led25360	1	1	1	1	1	1	1	1	1
led25361	1	1	1	1	1	1	1	1	1
led25362	1	1	1	1	1	1	1	1	1
led25363	1	1	1	1	1	1	1	1	1
led25364	1	1	1	1	1	1	1	1	1
led25365	1	1	1	1	1	1	1	1	1
led25366	1	1	1	1	1	1	1	1	1
led25367	1	1	1	1	1	1	1	1	1
led25368	1	1	1	1	1	1	1	1	1
led25369	1	1	1	1	1	1	1	1	1
led25370	1	1	1	1	1	1	1	1	1
led25371	1	1	1	1	1	1	1	1	1
led25372	1	1	1	1	1	1	1	1	1
led25373	1	1	1	1	1	1	1	1	1
led25374	1	1	1	1	1	1	1	1	1
led25375	1	1	1	1	1	1	1	1	1
led25376	1	1	1	1	1	1	1	1	1
led25377	1	1	1	1	1	1	1	1	1
led25378	1	1	1	1	1	1	1	1	1
led25379	1	1	1	1	1	1	1	1	1
led25380	1	1	1	1	1	1	1	1	1
led25381	1	1	1	1	1	1	1	1	1
led25382	1	1	1	1	1	1	1	1	1
led25383	1	1	1	1	1	1	1	1	1
led25384	1	1	1	1	1	1	1	1	1
led25385	1	1	1	1	1	1	1	1	1
led25386	1	1	1	1	1	1	1	1	1
led25387	1	1	1	1	1	1	1	1	1
led25388	1	1	1	1	1	1	1	1	1
led25389	1	1	1	1	1	1	1	1	1
led25390	1	1	1	0	1	1	1	1	1
led25391	1	1	1	1	1	1	1	1	1
led25392	1	1	1	1	1	1	1	1	1
led25393	1	1	1	1	1	1	1	1	1
led25394	1	1	1	1	1	1	1	1	1
led25395	1	1	1	1	1	1	1	1	1
led25396	1	1	1	1	1	1	1	1	1
led25397	1	1	1	1	1	1	1	1	1
led25398	1	1	1	1	1	1	1	1	1
led25399	1	1	1	1	1	1	1	1	1
led25400	1	1	1	1	1	1	1	1	1
led25401	1	1	1	1	1	1	1	1	1
led25402	1	1	1	1	1	1	1	1	1
led25403	1	1	1	1	1	1	1	1	1
led25404	1	1	1	1	1	1	1	1	1
led25405	1	1	1	1	1	1	1	1	1
led25406	1	1	1	1	1	1	1	1	1
led25407	1	1	1	1	1	1	1	1	1
led25408	1	1	1	1	1	1	1	1	1
led25409	1	1	1	1	1	1	1	1	1
led25410	1	1	1	1	1	1	1	1	1
led25411	1	1	1	1	1	1	1	1	1
led25412	1	1	1	1	1	1	1	1	1
led25413	1	1	1	1	1	1	1	1	1
led25414	1	1	1	1	1	1	1	1	1
led25415	1	1	1	1	1	1	1	1	1
led25416	1	1	1	1	1	1	1	1	1
led25417	1	1	1	1	1	1	1	1	1
led25418	1	1	1	1	1	1	1	1	1
led25419	1	1	1	1	1	1	1	1	1
led25420	1	1	1	1	1	1	1	1	1
led25421	1	1	1	1	1	1	1	1	1
led25422	1	1	1	1	1	1	1	1	1
led25423	1	1	1	1	1	1	1	1	1
led25424	1	1	1	1	1	1	1	1	1
led25425	1	1	1	1	1	1	1	1	1
led25426	1	1	1	1	1	1	1	1	1
led25427	1	1	1	1	1	1	1	1	1
led25428	1	1	1	1	1	1	1	1	1
led25429	1	1	1	1	1	1	1	1	1
led25430	1	1	1	1	1	1	1	1	1
led25431	1	1	1	1	1	1	1	1	1
led25432	1	1	1	1	1	1	1	1	1
led25433	1	1	1	1	1	1	1	1	1
led25434	1	1	1	1	1	1	1	1	1
led25435	1	1	1	1	1	1	1	1	1
led25436	1	1	1	1	1	1	1	1	1
led25437	1	1	1	1	1	1	1	1	1
led25438	1	1	1	1	1	1	1	1	1
led25439	1	1	1	1	1	1	1	1	1
led25440	1	1	1	1	1	1	1	1	1
led25441	1	1	1	1	1	1	1	1	1
led25442	1	1	1	1	1	1	1	1	1
led25443	1	1	1	1	1	1	1	1	1
led25444	1	1	1	1	1	1	1	1	1
led25445	1	1	1	1	1	1	1	1	1
led25446	1	1	1	1	1	1	1	1	1
led25447	1	1	1	1	1	1	1	1	1
led25448	1	1	1	1	1	1	1	1	1
led25449	1	1	1	1	1	1	1	1	1
led25450	1	1	1	1	1	1	1	1	1
led25451	1	1	1	1	1	1	1	1	1
led25452	1	1	1	1	1	1	1	1	1
led25453	1	1	1	1	1	1	1	1	1
led25454	1	1	1	1	1	1	1	1	1
led25455	1	1	1	1	1	1	1	1	1
led25456	1	1	1	1	1	1	1	1	1
led25457	1	1	1	1	1	1	1	1	1
led25458	1	1	1	1	1	1	1	1	1
led25459	1	1	1	1	1	1	1	1	1
led25460	1	1	1	1	1	1	1	1	1
led25461	1	1	1	1	1	1	1	1	1
led25462	1	1	1	1	1	1	1	1	1
led25463	1	1	1	1	1	1	1	1	1
led25464	1	1	1	1	1	1	1	1	1
led25465	1	1	1	1	1	1	1	1	1
led25466	1	1	1	1	1	1	1	1	1
led25467	1	1	1	1	1	1	1	1	1
led25468	1	1	1	1	1	1	1	1	1
led25469	1	1	1	1	1	1	1	1	1
led25470	1	1	1	1	1	1	1	1	1
led25471	1	1	1	1	1	1	1	1	1
led25472	1	1	1	1	1	1	1	1	1
led25473	1	1	1	1	1	1	1	1	1
led25474	1	1	1	1	1	1	1	1	1
led25475	1	1	1	1	1	1	1	1	1
led25476	1	1	1	1	1	1	1	1	1
led25477	1	1	1	1	1	1	1	1	1
led25478	1	1	1	1	1	1	1	1	1
led25479	1	1	1	1	1	1	1	1	1
led25480	1	1	1	1	1	1	1	1	1
led25481	1	1	1	1	1	1	1	1	1
led25482	1	1	1	1	1	1	1	1	1
led25483	1	1	1	1	1	1	1	1	1
led25484	1	1	1	1	1	1	1	1	1
led25485	1	1	1	1	1	1	1	1	1
led25486	1	1	1	1	1	1	1	1	1
led25487	1	1	1	1	1	1	1	1	1
led25488	1	1	1	1	1	1	1	1	1
led25489	1	1	1	1	1	1	1	1	1
led25490	1	1	1	1	1	1	1	1	1
led25491	1	1	1	1	1	1	1	1	1
led25492	1	1	1	1	1	1	1	1	1
led25493	1	1	1	1	1	1	1	1	1
led25494	1	1	1	1	1	1	1	1	1
led25495	1	1	1	1	1	1	1	1	1
led25496	1	1	1	1	1	1	1	1	1
led25497	1	1	1	1	1	1	1	1	1
led25498	1	1	1	1	1	1	1	0	1
led25499	1	1	1	1	1	1	1	1	1
led25500	1	1	1	1	1	1	1	1	1
led25501	1	1	1	1	1	1	1	1	1
led25502	1	1	1	1	1	1	1	1	1
led25503	1	1	1	1	1	1	1	1	1
led25504	1	1	1	1	1	1	1	1	1
led25505	1	1	1	1	1	1	1	1	1
led25506	1	1	1	1	1	1	1	1	1
led25507	1	1	1	1	1	1	1	1	1
led25508	1	1	1	1	1	1	1	1	1
led25509	1	1	1	1	1	1	1	1	1
led25510	1	1	1	1	1	1	1	1	1
led25511	1	1	1	1	1	1	1	1	1
led25512	1	1	1	1	1	1	1	1	1
led25513	1	1	1	1	1	1	1	1	1
led25514	1	1	1	1	1	1	1	1	1
led25515	1	1	1	1	1	1	1	1	1
led25516	1	1	1	1	1	1	1	1	1
led25517	1	1	1	1	1	1	1	1	1
led25518	1	1	1	1	1	1	1	1	1
led25519	1	1	1	1	1	1	1	1	1
led25520	1	1	1	1	1	1	1	1	1
led25521	1	1	1	1	1	1	1	1	1
led25522	1	1	1	1	1	1	1	1	1
led25523	1	1	1	1	1	1	1	1	1
led25524	1	1	1	1	1	1	1	1	1
led25525	1	1	1	1	1	1	1	1	1
led25526	1	1	1	1	1	1	1	1	1
led25527	1	1	1	1	1	1	1	1	1
led25528	1	1	1	1	1	1	1	1	1
led25529	1	1	1	1	1	1	1	1	1
led25530	1	1	1	1	1	1	1	1	1
led25531	1	1	1	1	1	1	1	1	1
led25532	1	1	1	1	1	1	1	1	1
