	Views	Protein	Species	E-value	% identity	Align len	Strands	Query ID	Query from	Query to	Target from	Target to	Bitscore	# identical	Positives	Gaps	Query len	Target len
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G43660.5	AT5G43660.5	A.thaliana Araport11	7.22e-120	51	334	+/+	A05p37510.2_BraZ1	28	360	5	338	352.058	169	229	1	377	362
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48700.4	AT1G48700.4	A.thaliana Araport11	8.21e-116	54	305	+/+	A05p37510.2_BraZ1	65	369	1	305	339.732	166	218	0	377	317
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G43660.3	AT5G43660.3	A.thaliana Araport11	2.05e-108	52	300	+/+	A05p37510.2_BraZ1	28	326	5	304	320.857	156	205	1	377	307
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48700.1	AT1G48700.1	A.thaliana Araport11	9.20e-108	56	278	+/+	A05p37510.2_BraZ1	92	369	3	280	318.546	156	201	0	377	292
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48700.2	AT1G48700.2	A.thaliana Araport11	1.51e-100	57	262	+/+	A05p37510.2_BraZ1	108	369	8	269	299.671	149	189	0	377	281
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48700.3	AT1G48700.3	A.thaliana Araport11	1.51e-100	57	262	+/+	A05p37510.2_BraZ1	108	369	8	269	299.671	149	189	0	377	281
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48740.3	AT1G48740.3	A.thaliana Araport11	5.84e-96	56	271	+/+	A05p37510.2_BraZ1	108	377	27	297	288.5	151	192	1	377	297
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48700.6	AT1G48700.6	A.thaliana Araport11	1.19e-94	60	236	+/+	A05p37510.2_BraZ1	92	327	3	238	283.108	141	174	0	377	240
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48700.5	AT1G48700.5	A.thaliana Araport11	3.90e-80	53	251	+/+	A05p37510.2_BraZ1	108	327	8	258	246.899	134	162	31	377	260
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47940.1	AT1G47940.1	A.thaliana Araport11	6.92e-20	39	210	+/+	A05p37510.2_BraZ1	127	324	87	252	88.9669	82	114	56	377	281
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G44010.3	AT5G44010.3	A.thaliana Araport11	3.27e-32	59	108	+/+	A06p55480.2_BraZ1	41	131	108	215	116.316	64	74	17	154	288
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G44010.1	AT5G44010.1	A.thaliana Araport11	2.00e-31	59	108	+/+	A06p55480.2_BraZ1	41	131	178	285	115.546	64	74	17	154	358
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G44010.4	AT5G44010.4	A.thaliana Araport11	4.74e-31	59	108	+/+	A06p55480.2_BraZ1	41	131	218	325	115.546	64	74	17	154	398
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G44010.2	AT5G44010.2	A.thaliana Araport11	5.97e-31	59	108	+/+	A06p55480.2_BraZ1	41	131	218	325	114.775	64	74	17	154	383
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G50220.1	AT5G50220.1	A.thaliana Araport11	6.63e-66	38	393	+/+	A08p02280.2_BraZ1	36	424	21	358	214.927	148	211	59	424	358
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G32420.1	AT1G32420.1	A.thaliana Araport11	6.29e-62	43	296	+/+	A08p02280.2_BraZ1	32	322	21	301	202.986	128	170	20	424	303
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G52490.1	AT1G52490.1	A.thaliana Araport11	4.96e-57	48	220	+/+	A08p02280.2_BraZ1	46	261	16	201	187.193	105	138	38	424	212
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G52495.1	AT1G52495.1	A.thaliana Araport11	1.07e-56	52	216	+/+	A08p02280.2_BraZ1	48	255	3	182	185.267	112	131	44	424	182
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G62060.1	AT5G62060.1	A.thaliana Araport11	3.68e-42	38	302	+/+	A08p02280.2_BraZ1	36	327	17	274	151.369	114	157	54	424	304
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G46984.1	AT1G46984.1	A.thaliana Araport11	5.41e-42	32	403	+/+	A08p02280.2_BraZ1	48	424	24	371	152.525	129	189	81	424	371
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G09190.1	AT4G09190.1	A.thaliana Araport11	4.47e-39	34	369	+/+	A08p02280.2_BraZ1	48	397	22	355	145.206	124	179	54	424	384
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G30790.1	AT1G30790.1	A.thaliana Araport11	1.03e-36	30	407	+/+	A08p02280.2_BraZ1	48	418	9	394	139.043	123	194	57	424	400
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47790.1	AT1G47790.1	A.thaliana Araport11	1.69e-36	32	398	+/+	A08p02280.2_BraZ1	48	424	25	390	138.272	128	190	53	424	390
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G32660.1	AT1G32660.1	A.thaliana Araport11	8.11e-36	31	407	+/+	A08p02280.2_BraZ1	48	423	63	438	137.502	125	186	62	424	447
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G50870.1	AT1G50870.1	A.thaliana Araport11	8.98e-36	33	385	+/+	A08p02280.2_BraZ1	36	395	15	366	136.346	126	184	58	424	397
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G18160.1	AT5G18160.1	A.thaliana Araport11	4.59e-35	33	356	+/+	A08p02280.2_BraZ1	48	395	34	346	134.035	116	155	51	424	380
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G10240.1	AT3G10240.1	A.thaliana Araport11	6.22e-34	30	409	+/+	A08p02280.2_BraZ1	48	423	27	388	131.339	124	190	80	424	390
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G65850.1	AT5G65850.1	A.thaliana Araport11	4.48e-33	31	397	+/+	A08p02280.2_BraZ1	48	423	35	388	129.028	125	188	64	424	393
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G38870.1	AT4G38870.1	A.thaliana Araport11	7.23e-33	33	320	+/+	A08p02280.2_BraZ1	36	332	41	345	129.028	104	153	38	424	427
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G30920.1	AT1G30920.1	A.thaliana Araport11	1.57e-32	29	399	+/+	A08p02280.2_BraZ1	48	419	10	378	127.487	116	184	57	424	401
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G53790.1	AT1G53790.1	A.thaliana Araport11	1.46e-31	29	370	+/+	A08p02280.2_BraZ1	48	394	82	421	125.561	106	173	53	424	445
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G21240.1	AT4G21240.1	A.thaliana Araport11	2.82e-31	30	421	+/+	A08p02280.2_BraZ1	48	423	36	409	124.405	128	185	92	424	418
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G53790.2	AT1G53790.2	A.thaliana Araport11	2.84e-31	29	370	+/+	A08p02280.2_BraZ1	48	394	82	421	125.176	106	173	53	424	462
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G53790.3	AT1G53790.3	A.thaliana Araport11	2.84e-31	29	370	+/+	A08p02280.2_BraZ1	48	394	82	421	125.176	106	173	53	424	462
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G13060.1	AT4G13060.1	A.thaliana Araport11	7.84e-31	32	275	+/+	A08p02280.2_BraZ1	135	382	34	287	121.324	87	133	48	424	336
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47340.1	AT1G47340.1	A.thaliana Araport11	1.26e-30	26	419	+/+	A08p02280.2_BraZ1	38	418	27	414	123.25	111	186	69	424	460
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47340.2	AT1G47340.2	A.thaliana Araport11	1.35e-30	27	411	+/+	A08p02280.2_BraZ1	46	418	4	383	122.479	110	184	69	424	429
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47340.3	AT1G47340.3	A.thaliana Araport11	1.35e-30	27	411	+/+	A08p02280.2_BraZ1	46	418	4	383	122.479	110	184	69	424	429
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G62510.1	AT5G62510.1	A.thaliana Araport11	1.93e-30	30	376	+/+	A08p02280.2_BraZ1	48	395	44	389	122.094	114	173	58	424	421
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G40910.2	AT2G40910.2	A.thaliana Araport11	4.96e-30	29	388	+/+	A08p02280.2_BraZ1	30	395	46	413	121.324	113	177	42	424	443
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G40910.1	AT2G40910.1	A.thaliana Araport11	5.45e-30	29	388	+/+	A08p02280.2_BraZ1	30	395	53	420	121.324	113	177	42	424	450
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G19940.1	AT4G19940.1	A.thaliana Araport11	1.04e-29	28	405	+/+	A08p02280.2_BraZ1	48	424	35	412	119.783	113	183	55	424	412
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47730.1	AT1G47730.1	A.thaliana Araport11	2.73e-29	28	411	+/+	A08p02280.2_BraZ1	48	424	25	392	118.242	117	187	77	424	392
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G53550.1	AT1G53550.1	A.thaliana Araport11	3.83e-29	27	391	+/+	A08p02280.2_BraZ1	48	419	35	404	118.242	106	179	40	424	409
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G04660.1	AT3G04660.1	A.thaliana Araport11	4.78e-29	28	409	+/+	A08p02280.2_BraZ1	48	423	24	386	117.472	114	177	79	424	391
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G46840.1	AT1G46840.1	A.thaliana Araport11	5.42e-29	30	399	+/+	A08p02280.2_BraZ1	48	423	31	388	118.627	118	182	64	424	476
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G62660.1	AT5G62660.1	A.thaliana Araport11	7.89e-29	30	300	+/+	A08p02280.2_BraZ1	48	330	41	332	116.701	89	144	25	424	380
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G52610.1	AT5G52610.1	A.thaliana Araport11	9.95e-29	30	378	+/+	A08p02280.2_BraZ1	51	424	5	352	115.931	113	169	34	424	352
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G57580.1	AT3G57580.1	A.thaliana Araport11	1.36e-28	28	404	+/+	A08p02280.2_BraZ1	45	419	7	372	116.701	115	181	67	424	409
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23960.1	AT3G23960.1	A.thaliana Araport11	2.29e-28	29	387	+/+	A08p02280.2_BraZ1	36	395	21	382	115.931	112	176	52	424	403
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G53360.2	AT1G53360.2	A.thaliana Araport11	2.81e-28	26	355	+/+	A08p02280.2_BraZ1	52	395	38	360	115.546	91	165	43	424	385
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G31000.1	AT1G31000.1	A.thaliana Araport11	4.14e-28	30	378	+/+	A08p02280.2_BraZ1	36	389	6	334	114.39	113	168	73	424	366
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G70380.1	AT1G70380.1	A.thaliana Araport11	5.27e-28	27	407	+/+	A08p02280.2_BraZ1	48	424	9	378	114.39	108	177	67	424	378
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G57590.1	AT3G57590.1	A.thaliana Araport11	5.38e-28	28	391	+/+	A08p02280.2_BraZ1	48	419	4	368	114.775	111	177	45	424	405
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47765.1	AT1G47765.1	A.thaliana Araport11	1.71e-27	29	402	+/+	A08p02280.2_BraZ1	48	423	26	384	113.235	115	178	69	424	386
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G40920.1	AT2G40920.1	A.thaliana Araport11	1.76e-27	27	375	+/+	A08p02280.2_BraZ1	50	395	56	408	114.005	101	172	51	424	437
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G52320.1	AT3G52320.1	A.thaliana Araport11	1.98e-27	26	372	+/+	A08p02280.2_BraZ1	48	393	27	366	113.235	97	166	58	424	391
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G53360.1	AT1G53360.1	A.thaliana Araport11	3.96e-27	26	351	+/+	A08p02280.2_BraZ1	56	395	1	319	111.309	90	161	43	424	344
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G40920.2	AT2G40920.2	A.thaliana Araport11	1.33e-26	27	371	+/+	A08p02280.2_BraZ1	54	395	1	349	110.538	99	169	51	424	378
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G42430.1	AT5G42430.1	A.thaliana Araport11	1.58e-26	27	396	+/+	A08p02280.2_BraZ1	48	419	10	367	110.538	106	178	62	424	396
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G19930.1	AT4G19930.1	A.thaliana Araport11	2.07e-26	27	390	+/+	A08p02280.2_BraZ1	48	394	43	408	110.923	107	176	67	424	432
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G40925.1	AT2G40925.1	A.thaliana Araport11	4.74e-26	27	372	+/+	A08p02280.2_BraZ1	45	395	24	375	109.383	102	166	41	424	404
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G57590.2	AT3G57590.2	A.thaliana Araport11	6.10e-26	27	389	+/+	A08p02280.2_BraZ1	48	419	4	328	108.612	106	166	81	424	365
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G16220.1	AT2G16220.1	A.thaliana Araport11	8.82e-26	28	404	+/+	A08p02280.2_BraZ1	51	419	9	371	108.612	115	178	76	424	408
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G19160.1	AT1G19160.1	A.thaliana Araport11	1.35e-25	27	352	+/+	A08p02280.2_BraZ1	48	394	2	326	107.071	96	157	32	424	351
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47810.1	AT1G47810.1	A.thaliana Araport11	2.73e-25	32	320	+/+	A08p02280.2_BraZ1	48	325	14	315	106.301	101	143	60	424	352
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G26515.1	AT1G26515.1	A.thaliana Araport11	6.00e-25	28	376	+/+	A08p02280.2_BraZ1	48	385	26	365	105.531	107	159	74	424	367
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G61340.1	AT3G61340.1	A.thaliana Araport11	7.72e-25	28	423	+/+	A08p02280.2_BraZ1	35	419	10	401	105.916	118	183	69	424	411
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G02660.1	AT2G02660.1	A.thaliana Araport11	8.99e-25	28	431	+/+	A08p02280.2_BraZ1	59	419	3	382	105.916	120	178	121	424	422
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G31470.1	AT2G31470.1	A.thaliana Araport11	1.03e-24	28	402	+/+	A08p02280.2_BraZ1	48	420	25	384	105.145	111	176	71	424	388
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G61340.2	AT3G61340.2	A.thaliana Araport11	1.11e-24	28	423	+/+	A08p02280.2_BraZ1	35	419	35	426	105.916	118	183	69	424	436
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G15660.1	AT5G15660.1	A.thaliana Araport11	1.29e-24	30	369	+/+	A08p02280.2_BraZ1	48	398	28	368	105.531	109	173	46	424	439
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G21930.2	AT2G21930.2	A.thaliana Araport11	1.68e-24	28	394	+/+	A08p02280.2_BraZ1	36	400	4	369	104.76	109	180	57	424	397
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G15640.1	AT2G15640.1	A.thaliana Araport11	2.33e-24	27	430	+/+	A08p02280.2_BraZ1	51	415	9	406	104.76	117	169	97	424	427
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G47030.1	AT3G47030.1	A.thaliana Araport11	4.99e-24	27	405	+/+	A08p02280.2_BraZ1	48	420	34	401	103.605	109	181	69	424	415
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G70960.1	AT1G70960.1	A.thaliana Araport11	5.19e-24	26	401	+/+	A08p02280.2_BraZ1	48	420	9	366	103.219	103	176	71	424	370
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G49450.1	AT3G49450.1	A.thaliana Araport11	7.83e-24	27	414	+/+	A08p02280.2_BraZ1	32	420	19	396	102.834	112	191	61	424	401
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G22791.2	AT5G22791.2	A.thaliana Araport11	1.05e-23	27	411	+/+	A08p02280.2_BraZ1	32	421	6	352	102.064	109	171	85	424	356
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G70970.1	AT1G70970.1	A.thaliana Araport11	2.81e-23	27	415	+/+	A08p02280.2_BraZ1	51	419	13	398	101.293	110	177	75	424	403
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G11590.1	AT4G11590.1	A.thaliana Araport11	1.12e-22	30	390	+/+	A08p02280.2_BraZ1	48	408	30	386	99.7525	117	169	62	424	398
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G47130.1	AT3G47130.1	A.thaliana Araport11	2.02e-22	30	217	+/+	A08p02280.2_BraZ1	143	341	123	334	98.2117	66	108	23	424	361
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47800.1	AT1G47800.1	A.thaliana Araport11	2.57e-22	32	236	+/+	A08p02280.2_BraZ1	162	391	174	385	98.5969	76	113	30	424	388
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47800.1	AT1G47800.1	A.thaliana Araport11	3.21e-4	42	59	+/+	A08p02280.2_BraZ1	48	106	14	68	43.1282	25	35	4	424	388
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G16810.1	AT2G16810.1	A.thaliana Araport11	3.52e-22	30	251	+/+	A08p02280.2_BraZ1	48	284	41	283	96.6709	75	123	22	424	296
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G53370.2	AT1G53370.2	A.thaliana Araport11	5.83e-22	26	387	+/+	A08p02280.2_BraZ1	48	420	28	373	97.0561	102	174	55	424	377
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G47150.1	AT3G47150.1	A.thaliana Araport11	6.17e-22	28	401	+/+	A08p02280.2_BraZ1	43	423	7	358	97.0561	112	168	69	424	361
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G10790.1	AT3G10790.1	A.thaliana Araport11	7.11e-22	30	310	+/+	A08p02280.2_BraZ1	48	333	28	316	95.9005	94	142	45	424	320
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G46912.1	AT1G46912.1	A.thaliana Araport11	9.82e-22	29	258	+/+	A08p02280.2_BraZ1	177	423	77	311	95.5153	74	120	34	424	313
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G26510.1	AT1G26510.1	A.thaliana Araport11	1.75e-21	27	370	+/+	A08p02280.2_BraZ1	48	394	29	373	96.2857	99	166	48	424	398
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G30925.1	AT1G30925.1	A.thaliana Araport11	2.38e-21	27	390	+/+	A08p02280.2_BraZ1	51	419	8	346	96.6709	106	173	72	424	524
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G30925.1	AT1G30925.1	A.thaliana Araport11	7.85e-3	26	134	+/+	A08p02280.2_BraZ1	293	419	399	516	38.891	35	60	23	424	524
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G16450.1	AT2G16450.1	A.thaliana Araport11	2.52e-21	26	432	+/+	A08p02280.2_BraZ1	48	419	6	402	95.9005	113	169	95	424	428
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G32470.1	AT2G32470.1	A.thaliana Araport11	5.89e-21	32	186	+/+	A08p02280.2_BraZ1	148	320	17	185	92.8189	60	94	30	424	289
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G33020.1	AT1G33020.1	A.thaliana Araport11	6.10e-21	27	402	+/+	A08p02280.2_BraZ1	48	419	10	367	95.5153	108	176	74	424	549
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G55070.1	AT1G55070.1	A.thaliana Araport11	9.07e-21	27	375	+/+	A08p02280.2_BraZ1	48	386	35	360	93.9745	102	159	85	424	394
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G47350.1	AT1G47350.1	A.thaliana Araport11	2.33e-19	29	278	+/+	A08p02280.2_BraZ1	164	419	206	456	90.8929	81	124	49	424	529
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G02890.1	AT2G02890.1	A.thaliana Araport11	3.34e-18	27	423	+/+	A08p02280.2_BraZ1	32	395	134	495	87.0409	113	167	120	424	532
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G44220.1	AT5G44220.1	A.thaliana Araport11	3.36e-18	41	167	+/+	A08p02280.2_BraZ1	39	201	54	206	85.1149	69	93	18	424	296
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G31080.1	AT1G31080.1	A.thaliana Araport11	6.38e-17	25	379	+/+	A08p02280.2_BraZ1	48	419	10	295	82.0333	93	147	100	424	356
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G38810.2	AT5G38810.2	A.thaliana Araport11	7.60e-17	27	311	+/+	A08p02280.2_BraZ1	48	347	10	262	80.4925	84	139	69	424	268
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G53370.1	AT1G53370.1	A.thaliana Araport11	7.68e-17	25	380	+/+	A08p02280.2_BraZ1	48	420	28	352	82.0333	94	166	62	424	356
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G70390.1	AT1G70390.1	A.thaliana Araport11	7.96e-17	25	364	+/+	A08p02280.2_BraZ1	48	399	9	307	81.6481	91	147	77	424	333
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G13630.1	AT2G13630.1	A.thaliana Araport11	3.95e-16	31	192	+/+	A08p02280.2_BraZ1	208	394	102	272	78.9518	59	90	26	424	298
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G52620.1	AT5G52620.1	A.thaliana Araport11	3.99e-16	26	396	+/+	A08p02280.2_BraZ1	59	419	21	371	80.1073	102	172	80	424	376
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48060.1	AT1G48060.1	A.thaliana Araport11	4.25e-16	32	228	+/+	A08p02280.2_BraZ1	48	252	26	235	78.1814	73	107	41	424	246
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G29970.1	AT4G29970.1	A.thaliana Araport11	7.12e-16	26	396	+/+	A08p02280.2_BraZ1	36	423	3	274	78.1814	101	148	132	424	284
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G60370.1	AT1G60370.1	A.thaliana Araport11	9.90e-16	29	261	+/+	A08p02280.2_BraZ1	48	276	10	257	77.7962	75	115	45	424	284
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G21930.1	AT2G21930.1	A.thaliana Araport11	5.60e-15	28	273	+/+	A08p02280.2_BraZ1	147	400	16	263	75.485	76	124	44	424	291
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G67130.1	AT1G67130.1	A.thaliana Araport11	9.41e-15	24	388	+/+	A08p02280.2_BraZ1	48	419	10	300	75.8702	94	147	113	424	392
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G12560.1	AT4G12560.1	A.thaliana Araport11	2.09e-14	26	313	+/+	A08p02280.2_BraZ1	48	326	4	300	75.0998	80	142	50	424	414
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G12560.2	AT4G12560.2	A.thaliana Araport11	2.09e-14	26	313	+/+	A08p02280.2_BraZ1	48	326	4	300	75.0998	80	142	50	424	414
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G12560.3	AT4G12560.3	A.thaliana Araport11	2.09e-14	26	313	+/+	A08p02280.2_BraZ1	48	326	4	300	75.0998	80	142	50	424	414
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G19630.1	AT2G19630.1	A.thaliana Araport11	8.13e-14	26	220	+/+	A08p02280.2_BraZ1	212	420	103	291	72.0182	58	101	42	424	298
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G19630.1	AT2G19630.1	A.thaliana Araport11	6.39e-5	31	108	+/+	A08p02280.2_BraZ1	37	144	6	103	45.0542	33	48	10	424	298
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G31470.2	AT2G31470.2	A.thaliana Araport11	1.80e-13	31	224	+/+	A08p02280.2_BraZ1	48	252	25	235	70.4774	69	103	32	424	259
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G22791.1	AT5G22791.1	A.thaliana Araport11	2.29e-13	30	227	+/+	A08p02280.2_BraZ1	211	421	14	220	69.707	67	106	36	424	224
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G30930.1	AT1G30930.1	A.thaliana Araport11	2.75e-13	25	373	+/+	A08p02280.2_BraZ1	48	395	5	339	71.2478	92	149	63	424	377
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G05080.1	AT1G05080.1	A.thaliana Araport11	2.66e-108	54	383	+/+	A08p37180.2_BraZ1	125	495	64	436	329.717	206	268	22	499	440
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G05080.1	AT1G05080.1	A.thaliana Araport11	1.23e-8	66	62	+/+	A08p37180.2_BraZ1	1	62	1	62	57.7658	41	46	0	499	440
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G44850.1	AT5G44850.1	A.thaliana Araport11	9.68e-89	50	370	+/+	A08p37180.2_BraZ1	127	495	14	328	275.789	186	234	56	499	332
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G22000.1	AT1G22000.1	A.thaliana Araport11	1.54e-76	45	391	+/+	A08p37180.2_BraZ1	125	498	76	452	248.44	176	236	31	499	466
